Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer Segment
14165,276,24,78.84,2,2,2,222,Hibernating
14166,505,51,168.5,1,3,3,133,At Risk
14167,39,115,478.21999999999997,4,4,4,444,Loyal Customer
14168,421,15,45.35,1,1,1,111,Lost
14169,431,64,257.75,1,3,4,134,At Risk
14170,375,145,358.45,2,4,4,244,At Risk
14171,98,64,186.95,3,3,3,333,Potential Loyalist
14172,605,44,257.69,1,3,4,134,At Risk
14173,11,33,147.41,5,2,3,523,Promising
14174,33,26,50.37,4,2,2,422,New Customer
14175,60,331,1421.96,4,5,5,455,Champion
14176,297,37,133.14000000000001,2,3,3,233,Hibernating
14177,86,205,823.51,3,5,5,355,Loyal Customer
14178,9,318,539.49,5,5,5,555,Champion
14179,41,157,448.58,4,4,4,444,Loyal Customer
14180,11,289,2967.18,5,5,5,555,Champion
14181,411,52,141.15,2,3,3,233,Hibernating
14182,444,50,246.59,1,3,4,134,At Risk
14183,411,34,180.77,2,2,3,223,Hibernating
14184,67,24,130.04,3,2,3,323,Potential Loyalist
14185,331,3,179.2,2,1,3,213,About to Sleep
14186,427,104,153.06,1,4,3,143,At Risk
14187,474,8,38.4,1,1,1,111,Lost
14188,31,65,128.38,4,3,3,433,Potential Loyalist
14189,2,307,757.13,5,5,5,555,Champion
14190,666,1,39.95,1,1,1,111,Lost
14191,2,265,533.96,5,5,5,555,Champion
14192,388,14,23.44,2,1,1,211,Hibernating
14193,68,64,170.96,3,3,3,333,Potential Loyalist
14194,5,952,3086.52,5,5,5,555,Champion
14195,202,16,55.4,2,1,2,212,Hibernating
14196,107,6,19.59,3,1,1,311,New Customer
14197,411,20,93.5,2,2,2,222,Hibernating
14198,18,91,479.86,5,4,4,544,Champion
14199,218,18,88.9,2,2,2,222,Hibernating
14200,617,21,83.25,1,2,2,122,Hibernating
14201,60,55,154.1,4,3,3,433,Potential Loyalist
14202,381,29,245.17999999999998,2,2,4,224,At Risk
14203,397,16,86.34,2,1,2,212,Hibernating
14204,2,220,599.16,5,5,5,555,Champion
14205,17,123,464.66,5,4,4,544,Champion
14206,239,71,160.60999999999999,2,3,3,233,Hibernating
14207,688,2,8.9,1,1,1,111,Lost
14208,95,35,94.89,3,2,2,322,Hibernating
14209,11,231,1191.6,5,5,5,555,Champion
14210,106,314,1103.95,3,5,5,355,Loyal Customer
14211,53,240,654.79,4,5,5,455,Champion
14212,90,21,32.54,3,2,1,321,About to Sleep
14213,405,5,24.45,2,1,1,211,Hibernating
14214,31,67,156.83,4,3,3,433,Potential Loyalist
14215,12,186,526.17,5,5,4,554,Champion
14216,3,77,364.18,5,4,4,544,Champion
14217,2,174,958.92,5,5,5,555,Champion
14218,43,12,17.28,4,1,1,411,New Customer
14219,4,43,167.29,5,3,3,533,Potential Loyalist
14220,247,38,148.07,2,3,3,233,Hibernating
14221,42,347,1155.56,4,5,5,455,Champion
14222,177,41,69.98,3,3,2,332,Hibernating
14223,92,60,233.99,3,3,4,334,Need Attention
14224,110,229,955.18,3,5,5,355,Loyal Customer
14225,435,86,245.04,1,4,4,144,Cannot Lose Them
14226,29,97,266.57,4,4,4,444,Loyal Customer
14227,26,377,982.65,4,5,5,455,Champion
14228,438,38,180.47,1,3,3,133,At Risk
14229,52,72,283.08,4,3,4,434,Need Attention
14230,436,33,181.48,1,2,3,123,Hibernating
14231,184,69,222.41,3,3,3,333,Potential Loyalist
14232,43,115,209.74,4,4,3,443,Need Attention
14233,49,73,227.17000000000002,4,3,3,433,Potential Loyalist
14234,22,147,231.64,4,4,4,444,Loyal Customer
14235,75,148,316.98,3,4,4,344,Loyal Customer
14236,81,47,128.84,3,3,3,333,Potential Loyalist
14237,373,26,115.98,2,2,3,223,Hibernating
14238,326,13,42.94,2,1,1,211,Hibernating
14239,43,210,778.89,4,5,5,455,Champion
14240,30,61,194.27,4,3,3,433,Potential Loyalist
14241,184,12,22.05,3,1,1,311,New Customer
14242,235,16,59.53,2,1,2,212,Hibernating
14243,9,363,1342.11,5,5,5,555,Champion
14244,661,16,19.96,1,1,1,111,Lost
14245,220,108,337.93,2,4,4,244,At Risk
14246,111,75,223.01,3,4,3,343,Need Attention
14247,278,113,436.68,2,4,4,244,At Risk
14248,318,47,119.29,2,3,3,233,Hibernating
14249,411,272,1098.481,2,5,5,255,At Risk
14250,7,111,276.08,5,4,4,544,Champion
14251,2,78,161.4,5,4,3,543,Loyal Customer
14252,381,10,126.33,2,1,3,213,About to Sleep
14253,493,12,70.75,1,1,2,112,Lost
14254,433,23,56.99,1,2,2,122,Hibernating
14255,546,1,1000.63,1,1,5,115,Cannot Lose Them
14256,260,133,541.54,2,4,5,245,At Risk
14257,64,240,569.42,3,5,5,355,Loyal Customer
14258,9,301,1198.84,5,5,5,555,Champion
14259,142,5,14.15,3,1,1,311,New Customer
14260,471,51,156.10999999999999,1,3,3,133,At Risk
14261,51,52,263.33,4,3,4,434,Need Attention
14262,8,143,298.97,5,4,4,544,Champion
14263,423,16,37.74,1,1,1,111,Lost
14264,155,79,448.37,3,4,4,344,Loyal Customer
14266,428,1,1.69,1,1,1,111,Lost
14267,163,55,241.51,3,3,4,334,Need Attention
14268,471,19,65.25,1,2,2,122,Hibernating
14269,439,16,78.97,1,2,2,122,Hibernating
14270,332,29,132.55,2,2,3,223,Hibernating
14271,226,38,91.94,2,3,2,232,Hibernating
14272,74,64,148.22,3,3,3,333,Potential Loyalist
14273,51,29,72.06,4,2,2,422,New Customer
14274,686,15,25.0,1,1,1,111,Lost
14275,396,23,44.74,2,2,1,221,About to Sleep
14276,99,121,255.26,3,4,4,344,Loyal Customer
14278,410,13,33.97,2,1,1,211,Hibernating
14279,521,3,13.59,1,1,1,111,Lost
14280,197,8,37.87,2,1,1,211,Hibernating
14281,408,7,47.0,2,1,1,211,Hibernating
14282,3,239,376.1,5,5,4,554,Champion
14283,463,41,79.15,1,3,2,132,Hibernating
14284,31,67,276.58,4,3,4,434,Need Attention
14285,21,61,278.68,4,3,4,434,Need Attention
14286,24,499,712.91,4,5,5,455,Champion
14287,8,9,17.22,5,1,1,511,New Customer
14288,213,16,48.1,2,2,2,222,Hibernating
14289,9,47,251.28,5,3,4,534,Need Attention
14290,11,151,569.57,5,4,5,545,Champion
14291,2,494,1171.98,5,5,5,555,Champion
14292,8,193,593.44,5,5,5,555,Champion
14293,3,119,355.54,5,4,4,544,Champion
14294,407,23,76.97,2,2,2,222,Hibernating
14295,40,72,244.05,4,3,4,434,Need Attention
14296,421,27,93.14,1,2,2,122,Hibernating
14297,18,62,145.2,5,3,3,533,Potential Loyalist
14298,8,2864,4519.96,5,5,5,555,Champion
14299,8,335,989.1899999999999,5,5,5,555,Champion
14300,19,3,4.1499999999999995,5,1,1,511,New Customer
14301,117,53,137.28,3,3,3,333,Potential Loyalist
14302,431,28,81.4,1,2,2,122,Hibernating
14303,407,22,32.35,2,2,1,221,About to Sleep
14304,223,88,327.24,2,4,4,244,At Risk
14305,71,105,247.09,3,4,4,344,Loyal Customer
14306,51,46,151.66,4,3,3,433,Potential Loyalist
14307,89,262,721.16,3,5,5,355,Loyal Customer
14308,549,2,1147.02,1,1,5,115,Cannot Lose Them
14309,8,189,482.42,5,5,4,554,Champion
14310,433,22,51.0,1,2,2,122,Hibernating
14311,243,31,132.25,2,2,3,223,Hibernating
14312,47,180,721.96,4,5,5,455,Champion
14314,107,10,10.53,3,1,1,311,New Customer
14315,45,133,486.49,4,4,4,444,Loyal Customer
14316,422,31,26.3,1,2,1,121,Lost
14317,65,24,74.34,3,2,2,322,Hibernating
14318,460,9,14.74,1,1,1,111,Lost
14319,424,26,49.47,1,2,2,122,Hibernating
14320,207,81,296.38,2,4,4,244,At Risk
14321,11,179,301.03000000000003,5,5,4,554,Champion
14322,429,13,52.95,1,1,2,112,Lost
14323,115,36,107.87,3,2,2,322,Hibernating
14324,410,41,126.21000000000001,2,3,3,233,Hibernating
14325,570,18,20.75,1,2,1,121,Lost
14326,242,57,182.68,2,3,3,233,Hibernating
14327,163,106,234.15,3,4,4,344,Loyal Customer
14328,438,1,445.05,1,1,4,114,Cannot Lose Them
14329,17,552,1763.64,5,5,5,555,Champion
14330,624,13,33.99,1,1,1,111,Lost
14331,124,28,84.53999999999999,3,2,2,322,Hibernating
14332,23,62,164.23,4,3,3,433,Potential Loyalist
14333,68,15,120.95,3,1,3,313,Promising
14334,17,258,802.22,5,5,5,555,Champion
14336,17,90,145.36,5,4,3,543,Loyal Customer
14338,161,50,148.29,3,3,3,333,Potential Loyalist
14339,243,23,45.95,2,2,1,221,About to Sleep
14340,219,6,17.6,2,1,1,211,Hibernating
14341,45,265,669.47,4,5,5,455,Champion
14342,21,33,102.75,4,2,2,422,New Customer
14343,421,234,565.68,1,5,5,155,Cannot Lose Them
14344,127,230,805.23,3,5,5,355,Loyal Customer
14345,39,6,20.94,4,1,1,411,New Customer
14346,121,146,507.53000000000003,3,4,4,344,Loyal Customer
14347,737,6,16.4,1,1,1,111,Lost
14348,260,18,53.32,2,2,2,222,Hibernating
14349,10,31,71.9,5,2,2,522,Promising
14350,274,59,242.2,2,3,4,234,At Risk
14351,165,1,4.25,3,1,1,311,New Customer
14352,157,47,181.7,3,3,3,333,Potential Loyalist
14353,215,25,41.65,2,2,1,221,About to Sleep
14354,6,9,11.14,5,1,1,511,New Customer
14355,366,60,130.43,2,3,3,233,Hibernating
14356,80,33,128.79,3,2,3,323,Potential Loyalist
14357,43,40,79.31,4,3,2,432,Potential Loyalist
14358,389,25,39.79,2,2,1,221,About to Sleep
14359,19,55,215.75,5,3,3,533,Potential Loyalist
14360,32,117,365.0,4,4,4,444,Loyal Customer
14361,579,14,37.94,1,1,1,111,Lost
14362,22,37,85.77,4,3,2,432,Potential Loyalist
14363,402,8,27.42,2,1,1,211,Hibernating
14364,109,69,208.8,3,3,3,333,Potential Loyalist
14365,395,51,100.08,2,3,2,232,Hibernating
14366,525,1,8.5,1,1,1,111,Lost
14367,8,521,1649.1,5,5,5,555,Champion
14368,320,8,49.0,2,1,2,212,Hibernating
14369,642,26,76.1,1,2,2,122,Hibernating
14370,451,44,290.34,1,3,4,134,At Risk
14371,295,4,15.1,2,1,1,211,Hibernating
14372,443,38,159.67,1,3,3,133,At Risk
14373,358,4,46.5,2,1,1,211,Hibernating
14374,541,7,58.55,1,1,2,112,Lost
14375,185,205,567.59,3,5,5,355,Loyal Customer
14376,683,18,70.74,1,2,2,122,Hibernating
14377,191,11,100.65,3,1,2,312,About to Sleep
14378,622,9,33.25,1,1,1,111,Lost
14379,44,128,423.93,4,4,4,444,Loyal Customer
14380,682,1,48.96,1,1,2,112,Lost
14381,52,112,184.27,4,4,3,443,Need Attention
14382,26,279,505.51,4,5,4,454,Champion
14383,38,59,196.23,4,3,3,433,Potential Loyalist
14384,501,3,5.85,1,1,1,111,Lost
14385,9,14,22.630000000000003,5,1,1,511,New Customer
14386,297,7,27.200000000000003,2,1,1,211,Hibernating
14387,33,139,471.71,4,4,4,444,Loyal Customer
14388,10,393,1063.91,5,5,5,555,Champion
14389,65,87,178.59,3,4,3,343,Need Attention
14390,10,459,1501.27,5,5,5,555,Champion
14391,577,14,11.3,1,1,1,111,Lost
14392,432,14,38.0,1,1,1,111,Lost
14393,218,5,26.950000000000003,2,1,1,211,Hibernating
14394,565,6,15.6,1,1,1,111,Lost
14395,2,779,2250.14,5,5,5,555,Champion
14396,65,249,686.35,3,5,5,355,Loyal Customer
14397,3,87,180.87,5,4,3,543,Loyal Customer
14398,401,53,207.73000000000002,2,3,3,233,Hibernating
14399,394,192,508.18,2,5,4,254,At Risk
14400,149,73,120.47,3,3,3,333,Potential Loyalist
14401,4,266,472.78000000000003,5,5,4,554,Champion
14402,652,8,9.2,1,1,1,111,Lost
14403,130,25,146.99,3,2,3,323,Potential Loyalist
14404,34,181,590.8,4,5,5,455,Champion
14405,387,2,3.9,2,1,1,211,Hibernating
14406,119,8,30.36,3,1,1,311,New Customer
14407,107,73,259.24,3,3,4,334,Need Attention
14408,11,128,242.88,5,4,4,544,Champion
14409,71,104,248.29000000000002,3,4,4,344,Loyal Customer
14410,92,386,966.96,3,5,5,355,Loyal Customer
14411,311,14,114.45,2,1,3,213,About to Sleep
14412,43,84,147.83,4,4,3,443,Need Attention
14413,362,96,584.7,2,4,5,245,At Risk
14414,92,118,212.06,3,4,3,343,Need Attention
14415,1,1234,3833.94,5,5,5,555,Champion
14416,22,14,23.36,4,1,1,411,New Customer
14417,388,117,263.59,2,4,4,244,At Risk
14418,4,124,265.44,5,4,4,544,Champion
14419,11,225,579.79,5,5,5,555,Champion
14420,99,93,261.86,3,4,4,344,Loyal Customer
14421,57,96,243.98,4,4,4,444,Loyal Customer
14422,1,552,1627.82,5,5,5,555,Champion
14423,218,15,37.62,2,1,1,211,Hibernating
14424,18,1,6.71,5,1,1,511,New Customer
14425,435,39,128.18,1,3,3,133,At Risk
14426,24,604,2001.55,4,5,5,455,Champion
14427,50,44,420.20000000000005,4,3,4,434,Need Attention
14428,7,137,585.09,5,4,5,545,Champion
14429,404,22,53.27,2,2,2,222,Hibernating
14430,512,35,136.95,1,2,3,123,Hibernating
14431,303,81,274.26,2,4,4,244,At Risk
14432,10,377,552.72,5,5,5,555,Champion
14433,466,74,182.2,1,3,3,133,At Risk
14434,22,12,53.42,4,1,2,412,New Customer
14435,502,3,1.67,1,1,1,111,Lost
14436,99,11,21.37,3,1,1,311,New Customer
14437,366,42,138.65,2,3,3,233,Hibernating
14438,306,9,14.35,2,1,1,211,Hibernating
14440,8,128,568.65,5,4,5,545,Champion
14441,1,154,857.21,5,4,5,545,Champion
14443,54,133,328.61,4,4,4,444,Loyal Customer
14444,456,11,13.540000000000001,1,1,1,111,Lost
14445,456,32,86.95,1,2,2,122,Hibernating
14446,1,319,566.63,5,5,5,555,Champion
14447,19,106,275.95,5,4,4,544,Champion
14448,9,20,54.35,5,2,2,522,Promising
14449,19,483,875.04,5,5,5,555,Champion
14450,181,76,224.45000000000002,3,4,3,343,Need Attention
14451,60,512,1110.98,4,5,5,455,Champion
14452,11,129,405.08,5,4,4,544,Champion
14453,190,22,83.1,3,2,2,322,Hibernating
14454,376,110,379.09,2,4,4,244,At Risk
14455,432,77,107.1,1,4,2,142,At Risk
14456,5,947,1677.3700000000001,5,5,5,555,Champion
14457,311,4,5.0200000000000005,2,1,1,211,Hibernating
14458,381,47,61.28,2,3,2,232,Hibernating
14459,155,113,409.661,3,4,4,344,Loyal Customer
14460,110,42,51.79,3,3,2,332,Hibernating
14461,148,636,2208.32,3,5,5,355,Loyal Customer
14462,66,281,817.37,3,5,5,355,Loyal Customer
14463,98,8,52.26,3,1,2,312,About to Sleep
14464,568,4,14.75,1,1,1,111,Lost
14465,247,193,496.91,2,5,4,254,At Risk
14466,29,206,587.57,4,5,5,455,Champion
14467,18,303,722.91,5,5,5,555,Champion
14468,734,12,63.47,1,1,2,112,Lost
14469,416,145,569.16,1,4,5,145,At Risk
14470,12,60,281.52,5,3,4,534,Need Attention
14471,591,41,129.21,1,3,3,133,At Risk
14472,104,309,841.22,3,5,5,355,Loyal Customer
14473,74,7,28.75,3,1,1,311,New Customer
14474,46,127,525.61,4,4,4,444,Loyal Customer
14475,72,48,146.96,3,3,3,333,Potential Loyalist
14476,257,17,60.05,2,2,2,222,Hibernating
14477,20,14,25.52,4,1,1,411,New Customer
14478,382,68,150.29,2,3,3,233,Hibernating
14479,254,139,426.12,2,4,4,244,At Risk
14480,11,65,181.59,5,3,3,533,Potential Loyalist
14481,165,150,349.9,3,4,4,344,Loyal Customer
14482,18,244,624.01,5,5,5,555,Champion
14483,282,13,21.67,2,1,1,211,Hibernating
14484,50,53,110.85,4,3,3,433,Potential Loyalist
14485,39,46,123.15,4,3,3,433,Potential Loyalist
14486,512,6,11.7,1,1,1,111,Lost
14487,27,168,416.51,4,4,4,444,Loyal Customer
14488,68,46,98.04,3,3,2,332,Hibernating
14489,207,100,215.86,2,4,3,243,At Risk
14490,406,80,152.87,2,4,3,243,At Risk
14491,175,17,77.22,3,2,2,322,Hibernating
14492,430,92,401.8,1,4,4,144,Cannot Lose Them
14493,7,355,1014.49,5,5,5,555,Champion
14494,26,17,31.49,4,2,1,421,New Customer
14495,51,7,20.55,4,1,1,411,New Customer
14496,312,106,556.4,2,4,5,245,At Risk
14497,309,40,170.86,2,3,3,233,Hibernating
14498,43,369,1116.1200000000001,4,5,5,455,Champion
14499,26,311,650.37,4,5,5,455,Champion
14500,88,7,43.5,3,1,1,311,New Customer
14501,184,10,21.75,3,1,1,311,New Customer
14502,20,608,1452.99,4,5,5,455,Champion
14503,3,164,437.26,5,4,4,544,Champion
14504,47,107,372.65,4,4,4,444,Loyal Customer
14505,17,1575,4722.52,5,5,5,555,Champion
14506,17,398,1484.76,5,5,5,555,Champion
14507,24,258,884.0,4,5,5,455,Champion
14508,22,177,599.2,4,5,5,455,Champion
14509,534,25,87.75,1,2,2,122,Hibernating
14510,376,75,150.7,2,4,3,243,At Risk
14511,11,68,170.12,5,3,3,533,Potential Loyalist
14512,188,79,234.73,3,4,4,344,Loyal Customer
14513,101,19,43.11,3,2,1,321,About to Sleep
14514,61,319,825.54,3,5,5,355,Loyal Customer
14515,18,173,488.38,5,4,4,544,Champion
14516,516,35,100.1,1,2,2,122,Hibernating
14517,33,18,96.0,4,2,2,422,New Customer
14518,64,16,43.19,3,2,1,321,About to Sleep
14519,684,38,106.49,1,3,2,132,Hibernating
14520,2,4,12.83,5,1,1,511,New Customer
14521,491,17,41.050000000000004,1,2,1,121,Lost
14522,24,45,118.69,4,3,3,433,Potential Loyalist
14523,108,12,32.64,3,1,1,311,New Customer
14524,32,322,1181.43,4,5,5,455,Champion
14525,20,526,1525.04,4,5,5,455,Champion
14526,389,41,80.78,2,3,2,232,Hibernating
14527,3,2639,13704.51,5,5,5,555,Champion
14528,37,18,35.53,4,2,1,421,New Customer
14529,60,213,423.15,4,5,4,454,Champion
14530,26,473,1736.48,4,5,5,455,Champion
14531,480,29,71.48,1,2,2,122,Hibernating
14532,236,314,1451.81,2,5,5,255,At Risk
14533,25,89,193.4,4,4,3,443,Need Attention
14534,3,715,2344.2,5,5,5,555,Champion
14535,60,825,2334.15,4,5,5,455,Champion
14536,260,18,90.95,2,2,2,222,Hibernating
14537,58,23,91.02,4,2,2,422,New Customer
14538,65,52,399.98,3,3,4,334,Need Attention
14539,16,32,66.53,5,2,2,522,Promising
14540,10,264,988.95,5,5,5,555,Champion
14541,59,175,470.51,4,5,4,454,Champion
14542,186,5,27.05,3,1,1,311,New Customer
14543,29,212,1477.88,4,5,5,455,Champion
14544,24,187,400.28,4,5,4,454,Champion
14545,674,23,94.94,1,2,2,122,Hibernating
14546,5,790,1992.29,5,5,5,555,Champion
14547,4,355,1028.42,5,5,5,555,Champion
14548,151,110,337.37,3,4,4,344,Loyal Customer
14549,311,143,417.93,2,4,4,244,At Risk
14550,11,97,239.26,5,4,4,544,Champion
14551,18,79,249.16,5,4,4,544,Champion
14552,152,154,314.74,3,4,4,344,Loyal Customer
14553,19,288,764.75,5,5,5,555,Champion
14554,10,203,547.91,5,5,5,555,Champion
14555,57,117,449.54,4,4,4,444,Loyal Customer
14556,596,196,540.89,1,5,5,155,Cannot Lose Them
14557,85,16,25.44,3,2,1,321,About to Sleep
14558,654,15,119.45,1,1,3,113,Cannot Lose Them
14559,390,2,2.1,2,1,1,211,Hibernating
14560,7,200,870.05,5,5,5,555,Champion
14561,76,69,137.01,3,3,3,333,Potential Loyalist
14562,4,601,1909.57,5,5,5,555,Champion
14563,510,106,458.26,1,4,4,144,Cannot Lose Them
14565,96,160,594.49,3,4,5,345,Loyal Customer
14567,57,33,122.49,4,2,3,423,Potential Loyalist
14569,1,34,98.00999999999999,5,2,2,522,Promising
14570,281,68,223.5,2,3,3,233,Hibernating
14571,425,30,86.25,1,2,2,122,Hibernating
14572,3,507,1594.44,5,5,5,555,Champion
14573,180,310,1394.6299999999999,3,5,5,355,Loyal Customer
14574,733,11,30.45,1,1,1,111,Lost
14575,488,72,233.77,1,3,4,134,At Risk
14576,372,1,2.95,2,1,1,211,Hibernating
14577,13,182,484.22,5,5,4,554,Champion
14578,3,24,58.83,5,2,2,522,Promising
14579,432,25,49.8,1,2,2,122,Hibernating
14580,518,1,4.95,1,1,1,111,Lost
14581,17,60,167.96,5,3,3,533,Potential Loyalist
14582,41,6,20.34,4,1,1,411,New Customer
14583,6,464,1043.26,5,5,5,555,Champion
14584,169,218,595.97,3,5,5,355,Loyal Customer
14585,50,111,205.08,4,4,3,443,Need Attention
14586,277,19,13.27,2,2,1,221,About to Sleep
14587,19,371,894.15,5,5,5,555,Champion
14588,578,16,44.79,1,2,1,121,Lost
14589,372,3,23.85,2,1,1,211,Hibernating
14590,425,202,773.09,1,5,5,155,Cannot Lose Them
14591,15,176,479.13,5,5,4,554,Champion
14592,35,158,323.58,4,4,4,444,Loyal Customer
14593,22,611,1537.78,4,5,5,455,Champion
14594,7,52,169.26,5,3,3,533,Potential Loyalist
14595,20,136,354.73,4,4,4,444,Loyal Customer
14596,627,53,185.53,1,3,3,133,At Risk
14597,11,95,178.99,5,4,3,543,Loyal Customer
14598,44,90,130.17,4,4,3,443,Need Attention
14599,390,79,179.49,2,4,3,243,At Risk
14600,306,54,204.92000000000002,2,3,3,233,Hibernating
14601,11,7,10.04,5,1,1,511,New Customer
14602,656,31,110.32000000000001,1,2,3,123,Hibernating
14603,275,2,3.3,2,1,1,211,Hibernating
14604,633,23,46.66,1,2,1,121,Lost
14605,374,108,365.17,2,4,4,244,At Risk
14606,1,6359,17972.54,5,5,5,555,Champion
14607,16,203,532.91,5,5,5,555,Champion
14608,4,43,168.88,5,3,3,533,Potential Loyalist
14609,72,13,3.4,3,1,1,311,New Customer
14610,396,10,20.1,2,1,1,211,Hibernating
14611,444,38,82.3,1,3,2,132,Hibernating
14612,415,14,98.4,1,1,2,112,Lost
14613,680,1,1.06,1,1,1,111,Lost
14614,386,19,52.56,2,2,2,222,Hibernating
14615,394,48,163.61,2,3,3,233,Hibernating
14616,243,5,16.12,2,1,1,211,Hibernating
14617,403,9,25.77,2,1,1,211,Hibernating
14618,9,51,230.01,5,3,4,534,Need Attention
14619,246,60,226.87,2,3,3,233,Hibernating
14620,206,26,88.98,2,2,2,222,Hibernating
14621,1,159,428.94,5,4,4,544,Champion
14622,185,21,67.46000000000001,3,2,2,322,Hibernating
14623,32,282,820.24,4,5,5,455,Champion
14624,57,51,119.83,4,3,3,433,Potential Loyalist
14625,196,266,1049.11,2,5,5,255,At Risk
14626,24,232,689.84,4,5,5,455,Champion
14627,379,29,75.45,2,2,2,222,Hibernating
14628,91,86,303.96,3,4,4,344,Loyal Customer
14629,4,150,564.55,5,4,5,545,Champion
14630,484,21,107.2,1,2,2,122,Hibernating
14631,51,91,242.1,4,4,4,444,Loyal Customer
14632,263,8,20.32,2,1,1,211,Hibernating
14633,266,20,108.05,2,2,2,222,Hibernating
14634,438,109,228.49,1,4,4,144,Cannot Lose Them
14635,454,15,58.15,1,1,2,112,Lost
14636,36,28,85.07000000000001,4,2,2,422,New Customer
14637,677,7,10.12,1,1,1,111,Lost
14638,51,16,66.55,4,2,2,422,New Customer
14639,52,292,1296.78,4,5,5,455,Champion
14640,24,203,697.84,4,5,5,455,Champion
14641,22,7,9.030000000000001,4,1,1,411,New Customer
14642,59,2,6.01,4,1,1,411,New Customer
14643,170,62,171.85,3,3,3,333,Potential Loyalist
14644,68,62,304.55,3,3,4,334,Need Attention
14645,157,48,164.11,3,3,3,333,Potential Loyalist
14647,201,48,159.97,2,3,3,233,Hibernating
14648,416,431,912.12,1,5,5,155,Cannot Lose Them
14649,5,527,1599.45,5,5,5,555,Champion
14650,589,4,27.4,1,1,1,111,Lost
14651,67,283,888.14,3,5,5,355,Loyal Customer
14652,77,29,86.6,3,2,2,322,Hibernating
14653,1,382,1380.83,5,5,5,555,Champion
14654,738,27,35.85,1,2,1,121,Lost
14655,8,103,297.87,5,4,4,544,Champion
14656,169,207,621.0,3,5,5,355,Loyal Customer
14657,18,209,552.48,5,5,5,555,Champion
14658,5,29,162.06,5,2,3,523,Promising
14659,9,253,743.19,5,5,5,555,Champion
14660,87,30,70.76,3,2,2,322,Hibernating
14661,27,4,15.8,4,1,1,411,New Customer
14662,29,238,601.98,4,5,5,455,Champion
14663,430,68,152.95,1,3,3,133,At Risk
14664,20,98,194.64,4,4,3,443,Need Attention
14665,61,132,505.85,3,4,4,344,Loyal Customer
14666,24,14,25.999999999999996,4,1,1,411,New Customer
14667,11,1270,4108.82,5,5,5,555,Champion
14668,445,12,26.34,1,1,1,111,Lost
14669,242,387,1029.32,2,5,5,255,At Risk
14670,280,179,326.28,2,5,4,254,At Risk
14671,549,55,176.73,1,3,3,133,At Risk
14672,235,106,299.85,2,4,4,244,At Risk
14673,3,148,338.47,5,4,4,544,Champion
14674,509,14,37.519999999999996,1,1,1,111,Lost
14675,16,221,469.02,5,5,4,554,Champion
14676,31,133,220.03,4,4,3,443,Need Attention
14677,593,14,33.18,1,1,1,111,Lost
14678,579,24,83.48,1,2,2,122,Hibernating
14679,382,63,199.68,2,3,3,233,Hibernating
14680,25,1274,3481.91,4,5,5,455,Champion
14681,71,20,122.6,3,2,3,323,Potential Loyalist
14682,188,86,262.04,3,4,4,344,Loyal Customer
14683,588,21,24.55,1,2,1,121,Lost
14684,26,486,848.23,4,5,5,455,Champion
14685,576,187,599.5,1,5,5,155,Cannot Lose Them
14686,414,219,496.67,1,5,4,154,Cannot Lose Them
14687,107,40,119.37,3,3,3,333,Potential Loyalist
14688,8,489,1057.99,5,5,5,555,Champion
14689,209,13,28.35,2,1,1,211,Hibernating
14690,44,103,315.27,4,4,4,444,Loyal Customer
14691,31,71,260.32,4,3,4,434,Need Attention
14692,137,159,469.28000000000003,3,4,4,344,Loyal Customer
14693,264,75,260.65999999999997,2,4,4,244,At Risk
14694,617,15,41.08,1,1,1,111,Lost
14695,519,82,281.85,1,4,4,144,Cannot Lose Them
14696,4,154,386.06,5,4,4,544,Champion
14697,218,22,71.22,2,2,2,222,Hibernating
14698,2,200,571.67,5,5,5,555,Champion
14699,214,50,111.05,2,3,3,233,Hibernating
14700,32,167,452.45,4,4,4,444,Loyal Customer
14701,11,595,1843.3700000000001,5,5,5,555,Champion
14702,1,679,2555.66,5,5,5,555,Champion
14703,15,22,45.13,5,2,1,521,Promising
14704,11,455,1041.1200000000001,5,5,5,555,Champion
14705,199,1,1.79,2,1,1,211,Hibernating
14706,619,25,65.69,1,2,2,122,Hibernating
14707,436,2,2.9,1,1,1,111,Lost
14708,3,41,188.02,5,3,3,533,Potential Loyalist
14709,15,357,1218.54,5,5,5,555,Champion
14710,14,432,892.28,5,5,5,555,Champion
14711,10,345,1668.74,5,5,5,555,Champion
14712,29,32,113.35000000000001,4,2,3,423,Potential Loyalist
14713,9,676,1509.62,5,5,5,555,Champion
14714,24,93,250.41,4,4,4,444,Loyal Customer
14715,25,137,458.91,4,4,4,444,Loyal Customer
14716,43,96,159.59,4,4,3,443,Need Attention
14717,733,11,36.45,1,1,1,111,Lost
14718,410,11,21.72,2,1,1,211,Hibernating
14719,2,235,553.54,5,5,5,555,Champion
14720,6,37,212.55,5,3,3,533,Potential Loyalist
14721,379,25,65.37,2,2,2,222,Hibernating
14722,147,87,291.2,3,4,4,344,Loyal Customer
14723,10,416,876.5600000000001,5,5,5,555,Champion
14724,590,41,105.41,1,3,2,132,Hibernating
14725,25,100,248.71,4,4,4,444,Loyal Customer
14726,655,15,33.85,1,1,1,111,Lost
14727,274,46,110.45,2,3,3,233,Hibernating
14728,413,14,48.68,1,1,2,112,Lost
14729,374,132,269.92,2,4,4,244,At Risk
